Analysis Type	NCBI BioProject ID (Strain 1)	Strain 1	GI (Strain 1)	Locus Tag (Strain 1)	NCBI RefSeq Accession (Strain 1)	Description (Strain 1)	NCBI BioProject ID (Strain 2)	Strain 2	GI (Strain 2)	Locus Tag (Strain 2)	NCBI RefSeq Accession (Strain 2)	Description (Strain 2)	Inparalogs	Strain 1 Inparalogs (Locus Tag/Name)	Strain 2 Inparalogs (Locus Tag/Name)	Ortholuge Class
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049551	PA14_43730	WP_003140147.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892437	PLES_37211	WP_003087466.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049549	PA14_43740	WP_003140148.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892438	PLES_37221	WP_003097898.1	putative 5-oxo-L-prolinase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049550	PA14_43760	WP_003140149.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892439	PLES_37231	WP_003097899.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049548	PA14_43770	WP_003087460.1	putative transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218892440	PLES_37241	WP_003120438.1	putative transcriptional regulator				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049547	PA14_43780	WP_003140151.1	putative oxidoreductase	59275	Pseudomonas aeruginosa LESB58	218892441	PLES_37251	WP_003097907.1	putative oxidoreductase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049546	PA14_43790	WP_003140152.1	putative aldehyde dehydrogenase	59275	Pseudomonas aeruginosa LESB58	218892442	PLES_37261	WP_003117754.1	putative aldehyde dehydrogenase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049545	PA14_43810	WP_003140154.1	putative cytochrome c	59275	Pseudomonas aeruginosa LESB58	218892443	PLES_37271	WP_003117755.1	putative cytochrome c				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049544	PA14_43820	WP_003097919.1	putative transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218892444	PLES_37281	WP_004349037.1	putative transcriptional regulator				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049543	PA14_43830	WP_003087450.1	3-methyl-2-oxobutanoate hydroxymethyltransferase	59275	Pseudomonas aeruginosa LESB58	218892445	PLES_37291	WP_003087450.1	3-methyl-2-oxobutanoate hydroxymethyltransferase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049542	PA14_43840	WP_003087448.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892446	PLES_37301	WP_003122896.1	putative dienelactone hydrolase family protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049541	PA14_43850	WP_003087446.1	heat shock protein 90	59275	Pseudomonas aeruginosa LESB58	218892447	PLES_37311	WP_003087446.1	heat shock protein 90				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049540	PA14_43870	WP_011666711.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892448	PLES_37321	WP_012614314.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049539	PA14_43880	WP_003087441.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892449	PLES_37331	WP_003087441.1	putative thioesterase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049538	PA14_43890	WP_003087438.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892450	PLES_37341	WP_003106488.1	putative thioesterase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049536	PA14_43910	WP_003111671.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892452	PLES_37361	WP_003106486.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049535	PA14_43920	WP_003087430.1	branched chain amino acid transporter	59275	Pseudomonas aeruginosa LESB58	218892453	PLES_37371	WP_003114263.1	branched chain amino acid transporter				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049534	PA14_43940	WP_003087428.1	succinyl-CoA synthetase subunit alpha	59275	Pseudomonas aeruginosa LESB58	218892454	PLES_37381	WP_003087428.1	succinyl-CoA synthetase subunit alpha				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049533	PA14_43950	WP_003140159.1	succinyl-CoA synthetase subunit beta	59275	Pseudomonas aeruginosa LESB58	218892455	PLES_37391	WP_003087425.1	succinyl-CoA synthetase subunit beta				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049532	PA14_43970	WP_003087422.1	dihydrolipoamide dehydrogenase	59275	Pseudomonas aeruginosa LESB58	218892456	PLES_37401	WP_003087422.1	dihydrolipoamide dehydrogenase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049531	PA14_44000	WP_011666712.1	dihydrolipoamide succinyltransferase	59275	Pseudomonas aeruginosa LESB58	218892457	PLES_37411	WP_003114264.1	dihydrolipoamide succinyltransferase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049530	PA14_44010	WP_003087413.1	2-oxoglutarate dehydrogenase E1 component	59275	Pseudomonas aeruginosa LESB58	218892458	PLES_37421	WP_003087413.1	2-oxoglutarate dehydrogenase E1 component				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049529	PA14_44020	WP_003087410.1	succinate dehydrogenase iron-sulfur subunit	59275	Pseudomonas aeruginosa LESB58	218892459	PLES_37431	WP_003087410.1	succinate dehydrogenase iron-sulfur subunit				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049528	PA14_44030	WP_003087407.1	succinate dehydrogenase flavoprotein subunit	59275	Pseudomonas aeruginosa LESB58	218892460	PLES_37441	WP_003087407.1	succinate dehydrogenase flavoprotein subunit				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049527	PA14_44050	WP_003104386.1	succinate dehydrogenase (D subunit)	59275	Pseudomonas aeruginosa LESB58	218892461	PLES_37451	WP_003104386.1	succinate dehydrogenase (D subunit)				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049526	PA14_44060	WP_024915988.1	succinate dehydrogenase, cytochrome b556 subunit	59275	Pseudomonas aeruginosa LESB58	218892462	PLES_37461	WP_024915988.1	succinate dehydrogenase (C subunit)				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049525	PA14_44070	WP_003087400.1	type II citrate synthase	59275	Pseudomonas aeruginosa LESB58	218892463	PLES_37471	WP_003087400.1	type II citrate synthase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049524	PA14_44080	WP_031632538.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892464	PLES_37481	WP_009876187.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049523	PA14_44090	WP_003087397.1	putative Fe-S-cluster oxidoreductase	59275	Pseudomonas aeruginosa LESB58	218892465	PLES_37491	WP_003087397.1	putative Fe-S-cluster oxidoreductase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049522	PA14_44100	WP_003140164.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892466	PLES_37501	WP_012614315.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049521	PA14_44110	WP_003087393.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892467	PLES_37511	WP_003104394.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049520	PA14_44120	WP_003110964.1	putative 3-hydroxyisobutyrate dehydrogenase	59275	Pseudomonas aeruginosa LESB58	218892468	PLES_37521	WP_003104396.1	putative 3-hydroxyisobutyrate dehydrogenase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049519	PA14_44130	WP_003087377.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892469	PLES_37531	WP_003104398.1	putative exonuclease				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049518	PA14_44140	WP_003087375.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892470	PLES_37541	WP_003087375.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049517	PA14_44150	WP_003087371.1	putative periplasmic protein	59275	Pseudomonas aeruginosa LESB58	218892471	PLES_37551	WP_003104401.1	putative periplasmic protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049516	PA14_44160	WP_003140167.1	putative ATP-NAD kinase	59275	Pseudomonas aeruginosa LESB58	218892472	PLES_37561	WP_003144857.1	putative ATP-NAD kinase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049515	PA14_44170	WP_003087367.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892473	PLES_37571	WP_003104406.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049514	PA14_44180	WP_003140168.1	LysR family transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218892474	PLES_37581	WP_003104408.1	putative transcriptional regulator				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049513	PA14_44190	WP_011666713.1	putative sugar MFS transporter	59275	Pseudomonas aeruginosa LESB58	218892475	PLES_37591	WP_003144858.1	putative major facilitator superfamily (MFS) transporter				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049512	PA14_44200	WP_003087359.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892476	PLES_37601	WP_003104412.1	putative Endoribonuclease L-PSP				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049511	PA14_44210	WP_003140172.1	putative glycine/D-amino acid oxidase	59275	Pseudomonas aeruginosa LESB58	218892477	PLES_37611	WP_003104413.1	putative Glycine/D-amino acid oxidase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049509	PA14_44240	WP_003110969.1	putative glutamine synthetase	59275	Pseudomonas aeruginosa LESB58	218892479	PLES_37631	WP_003106001.1	putative glutamine synthetase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049508	PA14_44260	WP_003110970.1	putative oxidoreductase	59275	Pseudomonas aeruginosa LESB58	218892480	PLES_37641	WP_012614317.1	putative oxidoreductase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049507	PA14_44270	WP_003105999.1	sulfur transfer protein SirA	59275	Pseudomonas aeruginosa LESB58	218892481	PLES_37651	WP_003105999.1	sulfur transfer protein SirA				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049506	PA14_44280	WP_003110971.1	putative RNA 2'-O-ribose methyltransferase	59275	Pseudomonas aeruginosa LESB58	218892482	PLES_37661	WP_003087345.1	putative RNA 2'-O-ribose methyltransferase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049505	PA14_44290	WP_003087332.1	aconitate hydratase	59275	Pseudomonas aeruginosa LESB58	218892483	PLES_37671	WP_003159986.1	aconitate hydratase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049504	PA14_44300	WP_003140182.1	aerotaxis receptor Aer	59275	Pseudomonas aeruginosa LESB58	218892484	PLES_37681	WP_003087330.1	aerotaxis receptor Aer				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116054396	PA14_44311	WP_031632539.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892485	PLES_37691	WP_031627945.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049503	PA14_44320	WP_003140185.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892486	PLES_37701	WP_004342676.1	putative hydrolase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049502	PA14_44340	WP_003087322.1	cbb3-type cytochrome c oxidase subunit I	59275	Pseudomonas aeruginosa LESB58	218892487	PLES_37711	WP_003087322.1	cbb3-type cytochrome c oxidase subunit I				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049501	PA14_44350	WP_003087318.1	cbb3-type cytochrome c oxidase subunit II	59275	Pseudomonas aeruginosa LESB58	218892488	PLES_37721	WP_003087318.1	cbb3-type cytochrome c oxidase subunit II				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049500	PA14_44360	WP_003087308.1	putative cytochrome c oxidase, cbb3-type, subunit III	59275	Pseudomonas aeruginosa LESB58	218892489	PLES_37731	WP_003087308.1	putative cytochrome c				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049499	PA14_44370	WP_003087306.1	cbb3-type cytochrome c oxidase subunit I	59275	Pseudomonas aeruginosa LESB58	218892490	PLES_37741	WP_003087306.1	cbb3-type cytochrome c oxidase subunit I				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049498	PA14_44380	WP_003087303.1	cbb3-type cytochrome c oxidase subunit II	59275	Pseudomonas aeruginosa LESB58	218892491	PLES_37751	WP_003087303.1	cbb3-type cytochrome c oxidase subunit II				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049496	PA14_44400	WP_003087292.1	putative cytochrome c oxidase, cbb3-type, subunit III	59275	Pseudomonas aeruginosa LESB58	218892492	PLES_37761	WP_003087292.1	putative cytochrome c				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049495	PA14_44420	WP_003087288.1	putative ferredoxin	59275	Pseudomonas aeruginosa LESB58	218892493	PLES_37771	WP_012614318.1	putative ferredoxin				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049494	PA14_44430	WP_003103941.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892494	PLES_37781	WP_003114667.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049493	PA14_44440	WP_003111083.1	putative cation-transporting P-type ATPase	59275	Pseudomonas aeruginosa LESB58	218892495	PLES_37791	WP_012614319.1	putative cation-transporting P-type ATPase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049492	PA14_44450	WP_003087273.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892496	PLES_37801	WP_003087273.1	putative cytochrome oxidase maturation protein cbb3-type				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049491	PA14_44460	WP_003087270.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892497	PLES_37811	WP_003087270.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049490	PA14_44470	WP_003087267.1	coproporphyrinogen III oxidase	59275	Pseudomonas aeruginosa LESB58	218892498	PLES_37821	WP_003087267.1	coproporphyrinogen III oxidase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049489	PA14_44480	WP_003140206.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892499	PLES_37831	WP_003103936.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049488	PA14_44490	WP_003087262.1	transcriptional regulator Anr	59275	Pseudomonas aeruginosa LESB58	218892500	PLES_37841	WP_003087262.1	transcriptional regulator Anr				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049487	PA14_44500	WP_003087259.1	adenine phosphoribosyltransferase	59275	Pseudomonas aeruginosa LESB58	218892501	PLES_37851	WP_003087259.1	adenine phosphoribosyltransferase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049486	PA14_44510	WP_003087258.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892502	PLES_37861	WP_003087258.1	putative hydrolase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049485	PA14_44520	WP_003087256.1	putative drug efflux transporter	59275	Pseudomonas aeruginosa LESB58	218892503	PLES_37871	WP_012614320.1	putative drug efflux transporter				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049484	PA14_44530	YP_791713.1	multidrug efflux system protein MdtI	59275	Pseudomonas aeruginosa LESB58	218892504	PLES_37881	YP_002441371	multidrug efflux system protein MdtI				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049483	PA14_44540	WP_016254151.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892505	PLES_37891	WP_003114671.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049482	PA14_44560	WP_003087250.1	putative flavin-containing monooxygenase	59275	Pseudomonas aeruginosa LESB58	218892506	PLES_37901	WP_024082590.1	putative flavin-containing monooxygenase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049481	PA14_44570	WP_003087246.1	putative short-chain dehydrogenase	59275	Pseudomonas aeruginosa LESB58	218892507	PLES_37911	WP_003103932.1	putative short-chain dehydrogenase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049480	PA14_44580	WP_003111079.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892508	PLES_37921	WP_003103931.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049479	PA14_44590	WP_003111078.1	putative acyl-CoA dehydrogenase	59275	Pseudomonas aeruginosa LESB58	218892509	PLES_37931	WP_003103930.1	putative acyl-CoA dehydrogenase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049478	PA14_44610	WP_003111077.1	recombination protein RecR	59275	Pseudomonas aeruginosa LESB58	218892510	PLES_37941	WP_003087237.1	recombination protein RecR				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049477	PA14_44620	WP_003087236.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892511	PLES_37951	WP_003087236.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049476	PA14_44630	WP_011666715.1	DNA polymerase III subunits gamma and tau	59275	Pseudomonas aeruginosa LESB58	218892512	PLES_37961	WP_012614322.1	DNA polymerase III subunits gamma and tau				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049473	PA14_44660	WP_003140219.1	NAD-dependent DNA ligase LigA	59275	Pseudomonas aeruginosa LESB58	218892513	PLES_37991	WP_003114675.1	NAD-dependent DNA ligase LigA				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049472	PA14_44670	WP_003110778.1	cell division protein ZipA	59275	Pseudomonas aeruginosa LESB58	218892514	PLES_38001	WP_003083352.1	cell division protein ZipA				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049471	PA14_44680	WP_003140222.1	putative chromosome segregation protein	59275	Pseudomonas aeruginosa LESB58	218892515	PLES_38011	WP_003083351.1	putative chromosome segregation protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049470	PA14_44690	WP_003087224.1	GntR family transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218892516	PLES_38021	WP_003083350.1	putative transcriptional regulator				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049469	PA14_44700	WP_003083349.1	alkane-1-monooxygenase 2	59275	Pseudomonas aeruginosa LESB58	218892517	PLES_38031	WP_003083349.1	alkane-1-monooxygenase 2				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049468	PA14_44710	WP_003140224.1	xanthine dehydrogenase	59275	Pseudomonas aeruginosa LESB58	218892518	PLES_38041	WP_003083347.1	xanthine dehydrogenase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049467	PA14_44740	WP_003117773.1	xanthine dehydrogenase	59275	Pseudomonas aeruginosa LESB58	218892519	PLES_38051	WP_003122919.1	xanthine dehydrogenase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049466	PA14_44760	WP_003083344.1	putative xanthine dehydrogenase accessory factor X	59275	Pseudomonas aeruginosa LESB58	218892520	PLES_38061	WP_003083344.1	putative xanthine dehydrogenase accessory factor X				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049465	PA14_44770	WP_003110785.1	guanine deaminase	59275	Pseudomonas aeruginosa LESB58	218892521	PLES_38071	WP_003083342.1	guanine deaminase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049464	PA14_44780	WP_003083340.1	putative transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218892604	PLES_38901	WP_003083340.1	putative transcriptional regulator				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049463	PA14_44800	WP_003087209.1	putative transporter	59275	Pseudomonas aeruginosa LESB58	218892605	PLES_38911	WP_012614334.1	putative transporter				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049462	PA14_44820	WP_003117777.1	putative transthyretin family protein	59275	Pseudomonas aeruginosa LESB58	218892606	PLES_38921	WP_003100124.1	putative transthyretin family protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049461	PA14_44830	WP_003140227.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892607	PLES_38931	WP_003083336.1	putative polysaccharide deacetylase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049460	PA14_44840	WP_003087205.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892608	PLES_38941	WP_003083333.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049459	PA14_44850	WP_003110786.1	allantoicase	59275	Pseudomonas aeruginosa LESB58	218892609	PLES_38951	WP_004348973.1	allantoicase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049458	PA14_44860	WP_003083329.1	ureidoglycolate hydrolase	59275	Pseudomonas aeruginosa LESB58	218892610	PLES_38961	WP_003083329.1	ureidoglycolate hydrolase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049457	PA14_44880	WP_003083321.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892611	PLES_38971	WP_003122923.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049456	PA14_44890	WP_003083317.1	secreted protein Hcp	59275	Pseudomonas aeruginosa LESB58	218894369	PLES_56611	WP_003083317.1	secreted protein Hcp				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049456	PA14_44890	WP_003083317.1	secreted protein Hcp	59275	Pseudomonas aeruginosa LESB58	218892612	PLES_38981	WP_003083317.1	secreted protein Hcp				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049456	PA14_44890	WP_003083317.1	secreted protein Hcp	59275	Pseudomonas aeruginosa LESB58	218889003	PLES_02591	WP_003083317.1	secreted protein Hcp				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049455	PA14_44900	WP_011666716.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892613	PLES_38991	WP_003083217.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049454	PA14_44910	WP_003111916.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892614	PLES_39001	WP_003114302.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049453	PA14_44920	WP_003140240.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892615	PLES_39011	WP_010895573.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049452	PA14_44930	WP_003083211.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892616	PLES_39021	WP_003083211.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049451	PA14_44950	WP_003083208.1	putative transporter	59275	Pseudomonas aeruginosa LESB58	218892618	PLES_39041	WP_003083208.1	putative transporter				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049450	PA14_44960	WP_003087185.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892619	PLES_39051	WP_003087185.1	putative phosphatase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049449	PA14_44970	WP_003110703.1	molybdenum cofactor biosynthesis protein A	59275	Pseudomonas aeruginosa LESB58	218892620	PLES_39061	WP_003083204.1	molybdenum cofactor biosynthesis protein A				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049448	PA14_44980	WP_003110702.1	TetR family transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218892621	PLES_39071	WP_003087183.1	putative transcriptional regulator				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049447	PA14_44990	WP_003083199.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892623	PLES_39091	WP_003083199.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049446	PA14_45000	WP_003087182.1	glyoxylate carboligase	59275	Pseudomonas aeruginosa LESB58	218892624	PLES_39101	WP_003087182.1	glyoxylate carboligase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049445	PA14_45010	WP_003087181.1	putative hydroxypyruvate isomerase	59275	Pseudomonas aeruginosa LESB58	218892625	PLES_39111	WP_003087181.1	putative hydroxypyruvate isomerase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049444	PA14_45020	WP_003087180.1	putative oxidoreductase	59275	Pseudomonas aeruginosa LESB58	218892626	PLES_39121	WP_003087180.1	putative oxidoreductase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049443	PA14_45030	WP_003117785.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892627	PLES_39131	WP_012614336.1	putative hydroxypyruvate reductase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049442	PA14_45050	WP_003087178.1	pyruvate kinase	59275	Pseudomonas aeruginosa LESB58	218892628	PLES_39141	WP_003083183.1	pyruvate kinase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049441	PA14_45060	WP_003110698.1	putative transporter	59275	Pseudomonas aeruginosa LESB58	218892629	PLES_39151	WP_003122928.1	putative transporter				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049440	PA14_45070	WP_003083179.1	putative potassium channel	59275	Pseudomonas aeruginosa LESB58	218892630	PLES_39161	WP_009876171.1	putative potassium channel				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049439	PA14_45090	WP_003083175.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892631	PLES_39171	WP_012614337.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049438	PA14_45100	WP_003087176.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892632	PLES_39181	WP_012614338.1	putative mucoidy inhibitor A				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049437	PA14_45110	WP_003087175.1	sulfate-binding protein of ABC transporter	59275	Pseudomonas aeruginosa LESB58	218892633	PLES_39191	WP_003145087.1	sulfate-binding protein of ABC transporter				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049436	PA14_45120	WP_003140246.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892634	PLES_39201	WP_003083172.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049435	PA14_45130	WP_003087169.1	putative transporter	59275	Pseudomonas aeruginosa LESB58	218892635	PLES_39211	WP_003083171.1	putative transporter				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049434	PA14_45150	WP_003083169.1	putative transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218892636	PLES_39221	WP_003083169.1	putative transcriptional regulator				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049433	PA14_45170	WP_016254146.1	putative oxidoreductase	59275	Pseudomonas aeruginosa LESB58	218892637	PLES_39231	WP_003159947.1	putative oxidoreductase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049432	PA14_45180	WP_003140249.1	putative oxidoreductase	59275	Pseudomonas aeruginosa LESB58	218892638	PLES_39241	WP_003114295.1	putative oxidoreductase				
